,Review,Brand,Total Rating,Look Rating,Smell Rating,Taste Rating,Feel Rating,Overall Rating
215,"""750 ml bottle, bottled 05/31/19, 19.2% ABV. Served in a snifter, the beer pours dark brown/black with about an inch tan head that didn't stay around for too long. Not much lacing, either. I like the aroma, the brew smells like bourbon, vanilla, fudge, hazelnuts, brown sugar and roasted malt. Taste is similar to the aroma, but there's the addition of some burnt/charred malt, caramel and earthy/oaky flavors. It's a little more roasty/bitter tasting than I was expecting, but that's not a complaint by any means. All the flavors seemed well balanced with no one flavor overpowering the others. Mouthfeel/body is full, it's slick and a bit rich with a moderate amount of carbonation. And as with most of the Bruery's big beers, it's not as boozy as you'd expect it to be. I thought this was a good overall imperial stout, definitely worth trying if you get the chance!""",Grey Monday ,4.47,4.0,4.5,4.5,4.5,4.5
216,"2013 and drank in 2022', '\nLook - black thick syrup', '\nSmell - boozy maple barrel and hazelnut ', '\nTaste - boozy maple hazelnut barrel', '\nFeel - medium full body slight syrup very light carb', '\nOverall - tasty",Grey Monday ,4.44,4.25,4.5,4.5,4.0,4.5
217,"2018 Vintage', '\nThe beer pours very little head and the beer itself is a dark brown color with a bourbon like appearance.', '\n', '\nThe smell is good. It has a nice mix of a sweet alcohol note and sweet hazelnut.', '\n', '\nThe taste still has the hazelnut note but the chocolate is more forward and dominates the taste alongside the alcohol note.', '\n', '\nThe feel is good. It has a heavy body with very little carbonation and a slight burn at the end.', '\n', '\nOverall, a good beer worth getting and drinking fresh instead of holding it for a while.",Grey Monday ,4.0,4.0,4.0,4.0,4.0,4.0
218,2018 vintage courtesy of Padremike.,Grey Monday ,4.11,4.0,4.25,4.0,4.0,4.25
219,Boozy delight!,Grey Monday ,4.9,5.0,5.0,5.0,4.0,5.0
220,"""Woah. This is a huge beer. Hazelnuts on the nose. Chocolatey and nutty on the palate. The booze is there, but it works. Just don't have more than one!""",Grey Monday ,4.48,4.5,4.5,4.5,4.25,4.5
221,"""Pours a very dark brown, or more so, it's black with brown shining through the edges. Its a blood-burgundy color with a clear transparency when direct sunlight pierces it. Head is a finger of khaki-caramel foam after a slow pour, but it fizzles out quickly. Aroma is raisins, toffee, molasses, caramel, chocolate and roasty, toasty, earthy, nutty and caramely malts. Heat is seeping through pretty heavy with a whollop of bourbon booze at the back. Flavor profile is raisins, figs, toffee, molasses, caramel, chocolate, molasses and syrup with hearty roasty, toasty, nutty, caramely and bready malts. It's thick, thick and thick. Drinking a boozy cookie. Bourbon adds heat that seems in and lingers long after the malts wash away. A touch of char adds a little grounding bitterness for the sugary initiation. Mouth feel is thick, sticky, velvety and chewy. Overall, thick and boozy with a lot of complexities. It's super rich and full, which is what you'd imagine out of an 20% ABV beer. "", '\n', '\nServed in a glencairn glass from a 750mL bottle. 2017 vintage, served & reviewed in May of 2020.",Grey Monday ,4.45,4.0,4.5,4.5,4.25,4.5
222,"Thick, viscous, boozy, Hazelnut goodness. ', '\n', '\nNuff Said!",Grey Monday ,4.84,4.75,5.0,4.75,5.0,4.75
223,"Lupulin Lupulin Lupulin. Perfect IPA. I am sick of the never-ending NEIPA trend. This is what I want and need. Pine, resin, lemon, and grapefruit. I cannot believe I can get this in CO on a regular basis.",Sip Of Sunshine ,5.0,5.0,5.0,5.0,5.0,5.0
224,"From a 16oz can:', '\n', '\nAppearance: Hazy gold with particles, good head.', '\n', '\nSmell: Strong grapefruit.', '\n', '\nTaste: Nice sweetened grapefruit, classic IPA/DIPA flavor. Good bitterness through the finish.', '\n', '\nOverall: Was finally able to pick up this long-time want on my recent trip to Colorado. Excellent old-school IPA/edge of DIPA beer, nice grapefruit sweetness and bitterness, hits the spot!",Sip Of Sunshine ,4.49,4.25,4.5,4.5,4.5,4.5
225,"Bright light orange in the glass, smell of citrus and slight hop resin. Taste same as smell. Overall a really good ipa, not sure it really lives up to the 100 score given here, but nonetheless very good.",Sip Of Sunshine ,4.1,4.25,4.25,4.0,4.25,4.0
226,"""16 ounce can poured into a Duvel tulip glass. Canned June 30, 2022, so really fresh. I'm excited to try this one."", '\n', '\nL---Cloudy, but not impenetrable. Orangey amber color. Medium sized fizzy white head faded slowly and left good lacing.', '\n', '\nS---Sweet & fruity. Orange, pineapple, mango. Floral notes.', '\n', '\nT---Follows the nose, but not as strong. Floral & fruity flavors abound.', '\n', '\nF---Dry & crisp. Kind of red wine like. ', '\n', ""\nO---An excellent one. If I knew how good it is, I would've bought more than one.""",Sip Of Sunshine ,4.17,4.5,4.25,4.0,4.25,4.25
227,"This is a marvelous DIPA!!!! As good as any I have tried. Poured from a 16 oz can into a pint glass this beer featured a medium sized bubbly white head that fades pretty quickly and plenty of lacing on the glass. Beautiful, almost clear, orange/light copper color. Aroma and taste are wonderful. Like Heady Topper, the aroma bursts out the second you open the can - mostly floral hops and some tropical fruit. The taste features floral hops as well but there is more piney hops than the nose would indicate. There is some balance with rye or sourdough bready malt but hops rule here. There is a strong and welcome bitterness to this beer - more complex than a simple hop bomb - but bitter enough to satisfy any hophead. Mouthfeel is bitter, crisp and features a richness associated with the malt. Easily one of the best beers I have ever experienced.",Sip Of Sunshine ,4.57,4.0,4.5,4.75,4.5,4.5
228,"I will just say this was fantastic, and lived up to the hype—and then some. This certainly Lives up to its name. Delicious. Just an utterly delightful beer to enjoy. Send me more.",Sip Of Sunshine ,4.8,4.75,4.75,4.75,4.75,5.0
229,"very floral, definitely need to try a fresher can. Edit: drank 2 weeks fresh and the floral and piney hops shine with a beautiful and sticky-sweet harmony (compared to a 5 month-old can), only to be reined in by caramel and bready malts. Lingering aftertaste. 93/100.",Sip Of Sunshine ,4.34,3.75,4.75,4.25,4.25,4.25
230,Sip of sunshine is a very consistent and very good double IPA. It drinks almost like a session IPA so smooth and mellow. You can have all your fancy smancy IPAs but this is consistently a great IPA,Sip Of Sunshine ,4.58,4.5,4.5,4.75,4.25,4.5
231,"""My last Sip of Sunshine I brought back from Smuggler's Notch. Such a tremendous IPA! Has a wonderful aroma of hops and tropical fruit. Taste is tropical, fruity, & lupulin hoppiness. This is a top level brew that should be sold & enjoyed in Florida. LOL! I wish.""",Sip Of Sunshine ,4.93,4.75,4.75,5.0,5.0,5.0
232,"Poured from a can at fridge temp. Pours a gorgeous transparent orange with plenty of white head. Tons of lacing after the head recedes. Tiny bubbles throughout the glass that persist. Looks fantastic! ', '\n', '\nThe nose is incredible. Oranges, apple pie, mango, pineapple, grass, a touch of honey, and a really nice hoppy layer at the end. This is definitely a wonderful tropical fruit nose. Juicy. ', '\n', '\nThe taste nicely follows the nose. Tropical fruit is definitely there on impact, but nothing like the nose. The middle region and aftertaste are clearly bitter hops. Dank. Citrus peel. Leather, sourdough bread, and a strong earthy note. ', '\n', '\nMouthfeel is dry and crisp. Love it.",Sip Of Sunshine ,4.31,4.25,4.5,4.25,4.25,4.25
233,"Rich, golden amber body; nice carbonation; thick head, dense, white, semi-creamy. Enticing aroma; soft earthy, fruity sweetness; orange and mango; light malt presence in the background. Outstanding citrus-forward flavors with a strong overarching hop bitterness; juicy orange and grapefruit; mild biscuit and cereal grain backbone; slight alcohol presence; balanced. Medium-heavy body; crisp and prickly; alcohol dryness.', '\n', '\nA very nice, lively India pale ale.', '\n', '\nPouring temperature: 44 °F; canning data: 22FEB22",Sip Of Sunshine ,4.5,4.5,4.5,4.5,4.5,4.5
234,"Looks golden with an orange tint. Smells of tropical and citrus. Taste some hops with citrus and fruit notes, I cant point out specifically. Overall I love this beer, it goes down smooth",Sip Of Sunshine ,4.25,4.25,4.25,4.25,4.25,4.25
235,"Canned on 11/30/21', '\nL - Pours a hazy golden with a one finger white head. Nice lacing.', '\nS - Tropical combination of grapefruit and orange. However, nothing really overpowering., which is good.', '\nT - follows the nose a bit. Juicy hops. Kind of a hop “pow” at the end but no lingering aftertaste.', '\nF - medium mouth feel and fairly smooth. Some carbonation.', '\nO - A really good beer. I’m glad I had it.",Triple Sunshine ,4.44,4.5,4.25,4.5,4.5,4.5
236,Pours a hazy gold. Thick foam. Dank aroma. Big hop oil and tropical fruit flavors. Finishes sticky sweet. Slight bitterness. Definitely tastes like sunshine. It certainly brightened my day.,Triple Sunshine ,4.5,4.5,4.5,4.5,4.5,4.5
237,"""Fantastic beer, right up there with Double Sunshine. The only fault here is I think the beer is too big. At 10.5% ABV it's a bit of a commitment. That being said it's a beautiful, flavor packed beer. I really enjoy the Lawson IPAs and I appreciate they don't try to follow the hazy lactose trends. yb""",Triple Sunshine ,4.75,4.75,4.75,4.75,4.75,4.75
238,"From the can, it pours a slightly hazy gv orange-amber color with a nice white head that lasts and leaves some lacing as you enjoy it. The nose gets a whiff of orange rind and malt. No alcohol extant in the nose. The mouth, gets a double whammy of malt and hops, with a kick. It leaves a light bitterness in the mouth.', '\n', '\nA sipping beer.",Triple Sunshine ,3.83,4.0,4.0,3.75,3.75,3.75
239,Saw this in the store being a fan of Sip Of Sunshine a golf course favorite. This is amazing. They have out done themselves. At 10.5% it packs a punch.,Triple Sunshine ,5.0,5.0,5.0,5.0,5.0,5.0
240,"Canned 11/08/21. Let sit out for 15 minutes , before opening.', '\n', '\nLightly hazy orangey-gold, with about 1.5 fingers of pale orangey-tan head. Leaves behind about 1.25"" of 1/3 coverage streaky & spotty lacing, and a thin surface sheet, with a small mound of foam in the center. ', '\n', '\nSmell is light candied orange rind, a vague mix of fresh citrus, a bit of light pine, and some fresh-biscuit malt aroma . ', '\n', ""\nTaste is a sweet orange rind flavor, but that of freshly-peeled orange rind that's been sweetened, rather that the usual dried /cooked[i.e., like marmalade] flavor. As such, it's also a bit sweeter than the usual too. Near finish, there's some faint pine, plus a touch of cooked sweet onion flavor (rather than the usual raw green onion). Very slight bitterness adds some balance towards finish, and lingers beyond. Brief, slight bread crust appears just as the liquid disappears. "", '\n', '\nFeel is heavy-side-of-medium, which actually seems lighter I would expect, given the aroma,taste, and abv. Slight drying effect after finish. A light internal warming feeling shows up after two or three sips, but no alcohol heat on the palate, or at the back of the throat.', '\n', ""\nOverall, pretty good. Better than all but one TIPA that I've had* . A little sweeter than I prefer, but not TOO much. Dangerously easy-drinking. That said, other than as an abv delivery device, (if you want that) I still don't see anything to recommend it over the DIPA, or normal version. All-in-all, a pleasant experience, though I prefer normal Sip just a tad more. :) "", '\n', ""\n* Brain Bucket, from Water Street Brewing (Binghamton,NY, not the Milwaukee brewery) . That one lives up to name - Your brain will be in a bucket when you're done with it - all-too-quickly . ;)""",Triple Sunshine ,4.34,4.25,4.5,4.25,4.5,4.25
241,"Pours a hazy, almost opaque, amber with a thick creamy head that slowly dissipates into a foamy ring. On the nose, tropical fruit, melon, with hints of pine and dank. On the palate, lots of citrus and tropical fruit balanced by a solid malt backbone. Very full bodied with a creamy mouthfeel due to the moderate carbonation. The high ABV adds a warmness on the finish. This is a sipper that develops nicely as it warms. Overall, this is a genre defining beer that might be the best example of an imperial IPA I’ve ever had.",Triple Sunshine ,4.96,4.75,5.0,5.0,4.75,5.0
